batch_index,post_block,batch_revenue_eth,batch_cost_eth,batch_net_eth,batch_revenue_to_cost
122,24184531,9.2903272384416e-05,8.8624135036352e-05,4.279137348064e-06,1.048284108457688
123,24184541,8.678778097765118e-05,7.8366954554176e-05,8.420826423475188e-06,1.1074537918613867
124,24184551,8.268068440396159e-05,8.9592566189888e-05,-6.911881785926406e-06,0.9228520615061194
125,24184561,8.380149698620159e-05,8.2895219639104e-05,9.062773470975938e-07,1.0109328059089921
126,24184571,8.12737322627584e-05,7.8312483763008e-05,2.9612484997503907e-06,1.0378132368871331
127,24184581,8.111383929794559e-05,7.9008560225216e-05,2.105279072729594e-06,1.026646214875052
128,24184591,8.86364516783872e-05,9.759040807008e-05,-8.953956391692813e-06,0.9082496264872368
129,24184601,0.000108060672659072,0.000117688932391488,-9.628259732416e-06,0.9181889109131525
130,24184611,0.00011842745079836162,0.000123143771656064,-4.716320857702375e-06,0.961700695095852
131,24184621,0.0001358604552005184,0.000135143304457664,7.171507428544063e-07,1.0053065946976238
132,24184631,0.0001248599310813504,0.000117826062451968,7.033868629382406e-06,1.0596970524432978
133,24184641,0.0001152517255568064,0.000117727221860672,-2.4754963038655937e-06,0.9789726091829866
134,24184651,0.00011216272720676479,0.000106122642177088,6.040085029676797e-06,1.056916082239996
135,24184661,0.000100522442909856,9.912484526176e-05,1.397597648096e-06,1.0140993677660262
136,24184671,8.986152279937282e-05,8.7697078070272e-05,2.1644447291008125e-06,1.0246809218360324
137,24184681,8.07802400234432e-05,8.5776756130688e-05,-4.996516107244797e-06,0.9417497661064241
138,24184691,9.493604431134721e-05,9.6821547205632e-05,-1.885502894284797e-06,0.9805259991324006
139,24184701,8.600258328952961e-05,8.1434113961664e-05,4.568469327865609e-06,1.0561001907630045
140,24184711,8.712610981292159e-05,9.475667930464e-05,-7.630569491718406e-06,0.9194719617897716
141,24184721,8.3017747078656e-05,8.231805850368e-05,6.99688574976e-07,1.0084998187237946
142,24184731,8.756301798741761e-05,8.3814532063104e-05,3.7484859243136092e-06,1.0447235799335057
143,24184741,9.827728040071039e-05,9.957973054016e-05,-1.3024501394496094e-06,0.9869205295858444
144,24184751,0.00012095673249567998,0.000121554621058176,-5.978885624960157e-07,0.9950813177048212
145,24184761,0.0001406688504195904,0.000144375652008768,-3.7068015891776092e-06,0.9743252997468542
146,24184771,0.0001278553780896704,0.000119545844279808,8.309533809862391e-06,1.0695091816860915
147,24184781,0.00012234084860661762,0.00012865134546592,-6.3104968593023905e-06,0.9509488467730479
148,24184791,0.0001238349995489536,0.00012495001543328,-1.1150158843263905e-06,0.9910763045489835
149,24184801,0.000113145854189376,0.000104442241284416,8.70361290496e-06,1.08333422184285
150,24184811,0.00011429630127634559,0.000105521262623488,8.775038652857594e-06,1.083158961849878
151,24184821,9.222170854628479e-05,8.5653405482368e-05,6.568303063916797e-06,1.0766846691842147
152,24184831,0.00010779436075940483,0.000103838530404544,3.955830354860828e-06,1.0380959778557086
153,24184841,9.47867429135936e-05,9.193687604128e-05,2.8498668723135937e-06,1.03099808254344
154,24184851,9.0665722318432e-05,0.000105470647690624,-1.4804925372192e-05,0.8596298999166181
155,24184861,0.00012669240659474558,0.00013257187970976,-5.8794731150144065e-06,0.9556506769920865
156,24184871,0.0001302045556082048,0.000131905636996544,-1.7010813883392032e-06,0.9871038006633198
157,24184881,0.0001379732926067136,0.000152263299435008,-1.4290006828294407e-05,0.9061493683552159
158,24184891,0.00016542449793022083,0.000167546872521536,-2.1223745913151874e-06,0.9873326516969609
159,24184901,0.0001695996971750784,0.000159909225890304,9.690471284774407e-06,1.0605998261252416
160,24184911,0.0001555105146861696,0.000145232041888448,1.0278472797721625e-05,1.0707727624294952
161,24184921,0.00014166332347259521,0.000138556241098304,3.107082374291219e-06,1.0224247016926995
162,24184931,0.000127318232421216,0.00013860269808704,-1.1284465665824e-05,0.918584083704218
163,24184941,0.00013258265726796159,0.000128994540355392,3.5881169125695936e-06,1.0278160370406686
164,24184951,0.0001284588663166656,0.00011586994377632,1.2588922540345594e-05,1.1086470065494098
165,24184961,0.0001247712393408064,0.000131793409378816,-7.022170038009594e-06,0.946718352070052
166,24184971,0.0001246343993371776,0.00012067000110912,3.964398228057594e-06,1.032853221112285
167,24184981,0.00010700761524685439,0.000109523042187136,-2.5154269402816092e-06,0.9770328974611239
168,24184991,0.00010800019168195839,0.00010172785930048,6.27233238147839e-06,1.0616579610011394
169,24185001,9.9534866906816e-05,9.5229254010112e-05,4.305612896704e-06,1.0452131326813376
170,24185011,8.83383497470912e-05,8.275561765088e-05,5.582732096211203e-06,1.06746046074797
171,24185021,8.565727532579838e-05,8.5153164509056e-05,5.041108167423906e-07,1.0059200479471175
172,24185031,8.3887387215616e-05,8.7109512470912e-05,-3.222125255296e-06,0.9630106384033322
173,24185041,9.804251620836481e-05,0.000106397127983872,-8.354611775507188e-06,0.9214770930962196
174,24185051,9.920429626270078e-05,9.4096754545536e-05,5.107541717164781e-06,1.0542796799085468
175,24185061,9.608800806688e-05,9.6008411161664e-05,7.9596905216e-08,1.000829061790034
176,24185071,9.693749637872641e-05,0.000102583546494336,-5.646050115609594e-06,0.9449614454894935
177,24185081,8.796300618031361e-05,8.2863022973568e-05,5.099983206745609e-06,1.0615471536486476
178,24185091,8.10345531232128e-05,7.8910394852416e-05,2.124158270796797e-06,1.0269186116071216
179,24185101,8.40515816477888e-05,8.8631239427328e-05,-4.579657779539203e-06,0.9483290788989335
180,24185111,8.13557202111488e-05,7.5129206399168e-05,6.226513811980797e-06,1.082877406942099
181,24185121,7.486268222247678e-05,8.7864013024832e-05,-1.300133080235522e-05,0.8520289438785273
182,24185131,8.2151555356608e-05,8.00644894416e-05,2.087065915008e-06,1.0260673106087854
183,24185141,7.483079706551679e-05,7.6939829583232e-05,-2.109032517715203e-06,0.972588547061523
184,24185151,7.61808669386752e-05,7.070785317792e-05,5.4730137607552034e-06,1.0774031951865888
185,24185161,6.49581242220736e-05,6.7153445285184e-05,-2.1953210631103983e-06,0.9673088840969005
186,24185171,5.9983441125216e-05,6.3241291670336e-05,-3.25785054512e-06,0.9484853889116859
187,24185181,6.396963584166399e-05,6.0364832670336e-05,3.6048031713279923e-06,1.059716941335935
188,24185191,6.957996916032e-05,8.4046189548544e-05,-1.4466220388224e-05,0.8278777364455232
189,24185201,8.26542707259968e-05,8.2333224968832e-05,3.2104575716479687e-07,1.0038993463123342
190,24185211,8.660439030492798e-05,8.9243309501376e-05,-2.6389191964480156e-06,0.9704300612427722
191,24185221,9.088169106775039e-05,0.000101620700408768,-1.0739009341017609e-05,0.8943226203143643
192,24185231,0.00010282003036270079,0.000107754792061888,-4.9347616991872034e-06,0.9542037843073098
193,24185241,0.00010191859256831998,9.9906895926848e-05,2.0116966414719843e-06,1.020135713584225
194,24185251,9.53176331013952e-05,9.170731140256e-05,3.610321698835203e-06,1.0393678720226271
195,24185261,8.2775657809248e-05,8.4352541468736e-05,-1.576883659488e-06,0.9813060326099072
196,24185271,8.53471981428416e-05,7.827017240544e-05,7.0770257374016095e-06,1.0904179142565646
197,24185281,7.91456552987968e-05,7.9189575065984e-05,-4.391976718720312e-08,0.9994453844821037
198,24185291,8.329128688255361e-05,8.4670897493184e-05,-1.3796106106303906e-06,0.9837062006961548
199,24185301,7.87753818524032e-05,6.9400841846912e-05,9.374540005491204e-06,1.135078188621545
200,24185311,6.54693376888768e-05,6.4016097799488e-05,1.4532398893887969e-06,1.0227011632908436
201,24185321,6.6951549177344e-05,6.802994159936e-05,-1.078392422016e-06,0.9841482677088444
202,24185331,6.60642123536256e-05,6.4531432092224e-05,1.5327802614016017e-06,1.0237524600292622
203,24185341,6.42327205854912e-05,6.3806829140672e-05,4.258914448192031e-07,1.006674700036892
204,24185351,6.565899005630079e-05,6.4869976234368e-05,7.890138219327969e-07,1.0121630046399612
205,24185361,6.2370225526752e-05,6.1694785273152e-05,6.754402536e-07,1.010948093110455
206,24185371,6.024035306851201e-05,5.3715136336576e-05,6.5252167319360074e-06,1.121478174998
207,24185381,5.658309720399361e-05,6.1896879778112e-05,-5.313782574118391e-06,0.9141510429416274
208,24185391,5.5964868739904e-05,5.2002607812288e-05,3.962260927616e-06,1.0761935044088258
209,24185401,5.34275775201536e-05,6.330982851584e-05,-9.882250995686398e-06,0.8439065271956332
210,24185411,6.14165196849984e-05,6.3470531466432e-05,-2.0540117814335936e-06,0.9676383396518444
211,24185421,6.139476397088e-05,5.5449157872896e-05,5.945606097984e-06,1.1072262650338691
212,24185431,5.44782254674048e-05,5.5862166793088e-05,-1.383941325683203e-06,0.9752257850861875
213,24185441,5.703735175143039e-05,6.0793122021568e-05,-3.7557702701376094e-06,0.938220473875233
214,24185451,5.685020335079039e-05,5.7789805564992e-05,-9.396022142016094e-07,0.9837410386656361
215,24185461,6.397213591111681e-05,6.6568985854592e-05,-2.5968499434751955e-06,0.9609900930570349
216,24185471,6.999956301863678e-05,7.1151348337408e-05,-1.1517853187712187e-06,0.9838121786068014
217,24185481,7.442862513122559e-05,7.3201047754496e-05,1.2275773767295937e-06,1.0167699427041903
218,24185491,6.864017833842559e-05,6.7039082330304e-05,1.6010960081215938e-06,1.0238830239386771
219,24185501,7.0729879400576e-05,7.2639495463872e-05,-1.909616063296e-06,0.9737110500134769
220,24185511,6.990281524071681e-05,6.8682873039232e-05,1.2199422014848046e-06,1.0177619564747673
221,24185521,7.1012388682688e-05,7.8807891146048e-05,-7.79550246336e-06,0.9010822095351688
222,24185531,7.716689211426561e-05,7.4317814463808e-05,2.8490776504576095e-06,1.0383364025303123
223,24185541,7.769244190576e-05,7.3545142073984e-05,4.147299831776e-06,1.0563912138153728
224,24185551,7.539729588186241e-05,6.5261928831488e-05,1.0135367050374406e-05,1.1553029037272988
225,24185561,6.61237106995264e-05,6.1942882094336e-05,4.180828605190399e-06,1.067494899556388
226,24185571,5.7210815838150396e-05,5.9829698685696e-05,-2.6188828475456016e-06,0.956227711235796
227,24185581,5.729635055070079e-05,6.0334009569856e-05,-3.037659019155211e-06,0.9496526247664985
228,24185591,5.541083950537599e-05,5.2195515429184e-05,3.2153240761919923e-06,1.0616015389397653
229,24185601,5.54775904126336e-05,5.3179511698816e-05,2.2980787138176018e-06,1.0432136106633105
230,24185611,5.8878649626208e-05,5.8599731678592e-05,2.78917947616e-07,1.0047597137329196
231,24185621,5.0325623402048004e-05,5.1458391778432e-05,-1.1327683763839923e-06,0.9779867124246433
232,24185631,4.814958634755839e-05,4.63441513424e-05,1.8054350051583906e-06,1.0389571273367262
233,24185641,4.674608595457281e-05,4.5895909023744e-05,8.501769308288047e-07,1.0185240242303288
234,24185651,4.6923839321907194e-05,4.5169301432896e-05,1.7545378890111952e-06,1.0388435914072693
235,24185661,4.646623216791681e-05,4.6382191656576e-05,8.404051134080469e-08,1.0018119133300785
236,24185671,5.056218657404159e-05,5.1487534202624e-05,-9.253476285824062e-07,0.9820277346174553
237,24185681,5.668889097728e-05,5.5967888157056e-05,7.21002820224e-07,1.0128824374827354
238,24185691,5.0006416623731196e-05,4.599007383552e-05,4.0163427882111956e-06,1.0873306444902728
239,24185701,3.9946036542188803e-05,3.9825075461632e-05,1.209610805568047e-07,1.0030373095130314
240,24185711,4.1907505535488e-05,4.016183241088e-05,1.745673124608e-06,1.0434659730350124
241,24185721,4.15752773467392e-05,3.9556768622208e-05,2.0185087245311952e-06,1.0510281500445404
242,24185731,3.926292617086081e-05,3.9373103285376e-05,-1.1017711451519531e-07,0.9972017162651206
243,24185741,4.0709163965695994e-05,3.655074824736e-05,4.158415718335992e-06,1.1137710147599058
244,24185751,3.71077592240768e-05,4.6573605417216e-05,-9.465846193139203e-06,0.7967551339789524
245,24185761,4.44684630896256e-05,4.7218506665024e-05,-2.7500435753983983e-06,0.9417592005840492
246,24185771,4.933193451748479e-05,4.6153822769792e-05,3.178111747692789e-06,1.068859122754462
247,24185781,4.5894910238816e-05,4.9027634740352e-05,-3.132724501536e-06,0.9361028832386723
248,24185791,5.211549951447041e-05,5.3329813887936e-05,-1.2143143734655938e-06,0.9772301029210925
249,24185801,5.207157408414081e-05,5.1786252665152e-05,2.853214189888125e-07,1.0055095977079804
250,24185811,5.53162470411584e-05,5.2432681442816e-05,2.8835655983423984e-06,1.0549955775480846
251,24185821,5.72104219351552e-05,5.0808648700288e-05,6.401773234867203e-06,1.1259977070563365
252,24185831,4.8446587994470405e-05,4.8651379521152e-05,-2.0479152668159375e-07,0.995790632687146
253,24185841,4.7074981402790405e-05,4.8092265056896e-05,-1.0172836541055936e-06,0.9788472501159576
254,24185851,4.5374986448428804e-05,4.814841308704e-05,-2.773426638611195e-06,0.9423983790785057
255,24185861,4.393318421359359e-05,4.2844019934528e-05,1.0891642790655938e-06,1.0254216173162556
256,24185871,4.85468505479808e-05,4.7597485824896e-05,9.493647230847969e-07,1.0199456905471302
257,24185881,4.59838307825984e-05,4.2572929152704e-05,3.4109016298943983e-06,1.0801190262868665
258,24185891,4.988984289114881e-05,5.5875381724416e-05,-5.985538833267195e-06,0.8928769943301939
259,24185901,5.8024974955507195e-05,5.9054231769408e-05,-1.0292568139008047e-06,0.9825709896977444
260,24185911,6.24909270023296e-05,6.4041142004928e-05,-1.5502150025983985e-06,0.9757934516146025
261,24185921,6.669504482875521e-05,6.930976035008e-05,-2.614715521324797e-06,0.9622749305708459
262,24185931,7.74778360216448e-05,7.8181647745664e-05,-7.038117240191875e-07,0.9909977373934509
263,24185941,7.655226357667841e-05,6.4450503381568e-05,1.2101760195110406e-05,1.1877682804657714
264,24185951,6.564831027441282e-05,7.1062372643712e-05,-5.414062369299188e-06,0.9238125302057691
265,24185961,6.707563516810239e-05,6.8483009523968e-05,-1.4073743558656093e-06,0.9794492916469588
266,24185971,6.34485832834112e-05,6.7116143034944e-05,-3.667559751532797e-06,0.9453550280798573
267,24185981,6.53348156366336e-05,6.6580561070848e-05,-1.2457454342144063e-06,0.9812896525024952
268,24185991,6.40183323453696e-05,5.7292287691776e-05,6.726044653593601e-06,1.1173987795666098
269,24186001,5.54937796079616e-05,5.8255085520896e-05,-2.7613059129343985e-06,0.9525997449279527
270,24186011,4.89676004387648e-05,4.6987128076288e-05,1.980472362476805e-06,1.0421492532861623
271,24186021,4.692419780051839e-05,4.0622452379328e-05,6.301745421190391e-06,1.1551296155718365
272,24186031,4.3461896391897595e-05,4.5631875962688e-05,-2.1699795707904064e-06,0.952445970606934
273,24186041,4.85195943054528e-05,4.5476265775168e-05,3.0433285302847967e-06,1.0669212495443412
274,24186051,4.95231958502528e-05,5.4766898067648e-05,-5.243702217395203e-06,0.904254168075793
275,24186061,5.055226481343361e-05,5.0081990195072e-05,4.702746183616094e-07,1.0093900944537122
276,24186071,4.686469103394559e-05,4.7512989749184e-05,-6.482987152384062e-07,0.9863553373790892
277,24186081,5.09488754823168e-05,5.4052318884096e-05,-3.103443401779203e-06,0.9425844539910694
278,24186091,4.77612824410368e-05,4.6960330660928e-05,8.009517801087969e-07,1.0170559229212415
279,24186101,4.80534517902848e-05,4.6298256664064e-05,1.755195126220797e-06,1.0379106094416544
280,24186111,4.5089143978380794e-05,4.3126141318528e-05,1.9630026598527967e-06,1.045517697615331
281,24186121,4.607730152343039e-05,4.8129661611584e-05,-2.0523600881536095e-06,0.9573576871427735
282,24186131,4.8197914966387194e-05,4.0937066068608e-05,7.260848897779196e-06,1.1773661279391752
283,24186141,4.4043664314630396e-05,4.29612610544e-05,1.0824032602303984e-06,1.0251948670421893
284,24186151,4.2968985428512e-05,3.8949698979136e-05,4.019286449376e-06,1.1031917204682118
285,24186161,3.66783679433664e-05,3.3387420619136e-05,3.2909473242303983e-06,1.0985684806793428
286,24186171,3.8909934791244794e-05,3.8545731468736e-05,3.642033225087969e-07,1.009448603220935
287,24186181,3.886654382988799e-05,3.6382180798208e-05,2.4843630316799923e-06,1.0682851598550234
288,24186191,3.8179399431648e-05,3.7805515684096e-05,3.73883747552e-07,1.0098896613572523
289,24186201,3.70928968167232e-05,3.883706815808e-05,-1.7441713413567968e-06,0.9550900357808311
290,24186211,3.7485830846771195e-05,4.05807880672e-05,-3.0949572204288048e-06,0.9237334372288756
291,24186221,4.233694738725761e-05,3.9706320563776e-05,2.6306268234816092e-06,1.0662520925165129
292,24186231,3.8090784345235194e-05,3.605206061536e-05,2.038723729875195e-06,1.0565494369829889
