block_number,timestamp_utc,gas_used,gas_limit,gas_used_ratio
24398955,2026-02-06T16:23:35+00:00,31145628,60000000,0.5190938
24398956,2026-02-06T16:23:47+00:00,39175727,59941408,0.6535670133073951
24398957,2026-02-06T16:23:59+00:00,8502100,59999943,0.1417018012833779
24398958,2026-02-06T16:24:11+00:00,27491102,60000000,0.4581850333333333
24398959,2026-02-06T16:24:23+00:00,42107570,60000000,0.7017928333333333
24398960,2026-02-06T16:24:35+00:00,32944224,60000000,0.5490704
24398961,2026-02-06T16:24:47+00:00,29627034,60000000,0.4937839
24398962,2026-02-06T16:24:59+00:00,27334247,60000000,0.45557078333333334
24398963,2026-02-06T16:25:11+00:00,20283685,60000000,0.33806141666666667
24398964,2026-02-06T16:25:23+00:00,45097367,60000000,0.7516227833333333
24398965,2026-02-06T16:25:35+00:00,34323448,60000000,0.5720574666666667
24398966,2026-02-06T16:25:47+00:00,32255164,60000000,0.5375860666666666
24398967,2026-02-06T16:25:59+00:00,25851727,60000000,0.4308621166666667
24398968,2026-02-06T16:26:11+00:00,45174602,59941408,0.7536459937677807
24398969,2026-02-06T16:26:23+00:00,22869945,59999943,0.3811661121078065
24398970,2026-02-06T16:26:35+00:00,9912352,59941351,0.165367510652204
24398971,2026-02-06T16:26:47+00:00,15307399,59999886,0.25512380140188934
24398972,2026-02-06T16:26:59+00:00,25172699,59941294,0.4199558821669749
24398973,2026-02-06T16:27:11+00:00,23431032,59999829,0.390518312977192
24398974,2026-02-06T16:27:23+00:00,35182882,60000000,0.5863813666666666
24398975,2026-02-06T16:27:35+00:00,59895911,60000000,0.9982651833333334
24398976,2026-02-06T16:27:47+00:00,15895903,60000000,0.26493171666666665
24398977,2026-02-06T16:27:59+00:00,59557500,59941408,0.9935952789096979
24398978,2026-02-06T16:28:11+00:00,59943995,59999943,0.9990675324474891
24398979,2026-02-06T16:28:23+00:00,8516167,60000000,0.14193611666666667
24398980,2026-02-06T16:28:35+00:00,25389093,60000000,0.42315155
24398981,2026-02-06T16:28:47+00:00,40736068,60000000,0.6789344666666667
24398982,2026-02-06T16:28:59+00:00,6397921,60000000,0.10663201666666666
24398983,2026-02-06T16:29:11+00:00,55800124,60000000,0.9300020666666666
24398984,2026-02-06T16:29:23+00:00,6331598,60000000,0.10552663333333333
24398985,2026-02-06T16:29:35+00:00,43734484,59941408,0.7296205654695331
24398986,2026-02-06T16:29:47+00:00,36164266,59999943,0.602738339268089
24398987,2026-02-06T16:29:59+00:00,59880784,60000000,0.9980130666666667
24398988,2026-02-06T16:30:11+00:00,12682318,60000000,0.21137196666666666
24398989,2026-02-06T16:30:23+00:00,59995056,60000000,0.9999176
24398990,2026-02-06T16:30:35+00:00,18164523,60000000,0.30274205
24398991,2026-02-06T16:30:47+00:00,22697673,60000000,0.37829455
24398992,2026-02-06T16:30:59+00:00,26320331,59941408,0.43910098007707793
24398993,2026-02-06T16:31:11+00:00,26715001,59999943,0.44525043965458433
24398994,2026-02-06T16:31:23+00:00,16992748,60000000,0.28321246666666666
24398995,2026-02-06T16:31:35+00:00,31775995,60000000,0.5295999166666666
24398996,2026-02-06T16:31:47+00:00,59615066,60000000,0.9935844333333334
24398997,2026-02-06T16:31:59+00:00,43100971,60000000,0.7183495166666667
24398998,2026-02-06T16:32:11+00:00,24583544,59941408,0.4101262352729519
24398999,2026-02-06T16:32:23+00:00,41004279,59999943,0.6834052992350342
24399000,2026-02-06T16:32:35+00:00,6655782,60000000,0.1109297
24399001,2026-02-06T16:32:47+00:00,1483361,60000000,0.024722683333333332
24399002,2026-02-06T16:32:59+00:00,59959679,60000000,0.9993279833333333
24399003,2026-02-06T16:33:11+00:00,12167755,59941408,0.20299414721789652
24399004,2026-02-06T16:33:23+00:00,59805299,59999943,0.996755930251467
24399005,2026-02-06T16:33:35+00:00,37143651,60000000,0.61906085
24399006,2026-02-06T16:33:47+00:00,8044849,60000000,0.13408081666666666
24399007,2026-02-06T16:33:59+00:00,44888372,59941408,0.7488708306618357
24399008,2026-02-06T16:34:11+00:00,23053428,59999943,0.38422416501295675
24399009,2026-02-06T16:34:23+00:00,22857206,60000000,0.3809534333333333
24399010,2026-02-06T16:34:35+00:00,13332115,60000000,0.22220191666666667
24399011,2026-02-06T16:34:47+00:00,44397698,60000000,0.7399616333333333
24399012,2026-02-06T16:34:59+00:00,29553543,60000000,0.49255905
24399013,2026-02-06T16:35:11+00:00,29006198,60000000,0.4834366333333333
24399014,2026-02-06T16:35:23+00:00,48272469,60000000,0.80454115
24399015,2026-02-06T16:35:35+00:00,24117990,60000000,0.4019665
24399016,2026-02-06T16:35:47+00:00,36241114,60000000,0.6040185666666666
24399017,2026-02-06T16:35:59+00:00,28421217,59941408,0.47414997325388153
24399018,2026-02-06T16:36:11+00:00,45581857,59999943,0.7596983383800882
24399019,2026-02-06T16:36:23+00:00,35244207,60000000,0.58740345
24399020,2026-02-06T16:36:35+00:00,25161829,59941408,0.4197737397159573
24399021,2026-02-06T16:36:47+00:00,29531184,59999943,0.4921868675775242
24399022,2026-02-06T16:36:59+00:00,41028754,60000000,0.6838125666666667
24399023,2026-02-06T16:37:11+00:00,31945522,60000000,0.5324253666666666
24399024,2026-02-06T16:37:23+00:00,27215840,60000000,0.45359733333333335
24399025,2026-02-06T16:37:35+00:00,41625083,60000000,0.6937513833333333
24399026,2026-02-06T16:37:47+00:00,21393887,59941408,0.35691332108848695
24399027,2026-02-06T16:37:59+00:00,17916834,59882873,0.29919796934258647
24399028,2026-02-06T16:38:11+00:00,23646616,59941351,0.39449587981425377
24399029,2026-02-06T16:38:23+00:00,44085944,59999886,0.7347671293908792
24399030,2026-02-06T16:38:35+00:00,22439823,60000000,0.37399705
24399031,2026-02-06T16:38:47+00:00,35946113,60000000,0.5991018833333334
24399032,2026-02-06T16:38:59+00:00,23811985,60000000,0.39686641666666667
24399033,2026-02-06T16:39:11+00:00,7071288,60000000,0.1178548
24399034,2026-02-06T16:39:23+00:00,52059066,60000000,0.8676511
24399035,2026-02-06T16:39:35+00:00,22689676,59941408,0.37853091472259043
24399036,2026-02-06T16:39:47+00:00,42768759,59999943,0.7128133271726608
24399037,2026-02-06T16:39:59+00:00,33307933,60000000,0.5551322166666667
24399038,2026-02-06T16:40:11+00:00,12606978,60000000,0.2101163
24399039,2026-02-06T16:40:23+00:00,45680303,60000000,0.7613383833333334
24399040,2026-02-06T16:40:35+00:00,24847966,60000000,0.41413276666666665
24399041,2026-02-06T16:40:47+00:00,27301047,60000000,0.45501745
24399042,2026-02-06T16:40:59+00:00,28490954,60000000,0.47484923333333334
24399043,2026-02-06T16:41:11+00:00,38898511,60000000,0.6483085166666667
24399044,2026-02-06T16:41:23+00:00,22047672,60000000,0.3674612
24399045,2026-02-06T16:41:35+00:00,28597395,60000000,0.47662325
24399046,2026-02-06T16:41:47+00:00,22354524,60000000,0.3725754
24399047,2026-02-06T16:41:59+00:00,16614436,60000000,0.27690726666666665
24399048,2026-02-06T16:42:11+00:00,14740487,60000000,0.24567478333333334
24399049,2026-02-06T16:42:23+00:00,57551198,60000000,0.9591866333333333
24399050,2026-02-06T16:42:35+00:00,20466132,60000000,0.3411022
24399051,2026-02-06T16:42:47+00:00,27914207,60000000,0.46523678333333335
24399052,2026-02-06T16:42:59+00:00,14103843,60000000,0.23506405
24399053,2026-02-06T16:43:11+00:00,26265577,59941408,0.43818752138755235
24399054,2026-02-06T16:43:23+00:00,28736275,59999943,0.47893837165811975
24399055,2026-02-06T16:43:35+00:00,55218879,60000000,0.92031465
24399056,2026-02-06T16:43:47+00:00,13475399,59941408,0.22480951732064752
24399057,2026-02-06T16:43:59+00:00,41026475,59999943,0.6837752329198046
24399058,2026-02-06T16:44:11+00:00,42034515,60000000,0.70057525
24399059,2026-02-06T16:44:23+00:00,36224296,60000000,0.6037382666666666
24399060,2026-02-06T16:44:35+00:00,22332639,60000000,0.37221065
24399061,2026-02-06T16:44:47+00:00,36192916,60000000,0.6032152666666667
24399062,2026-02-06T16:44:59+00:00,25959688,60000000,0.43266146666666666
24399063,2026-02-06T16:45:11+00:00,37146242,60000000,0.6191040333333333
24399064,2026-02-06T16:45:23+00:00,16769933,60000000,0.27949888333333334
24399065,2026-02-06T16:45:35+00:00,29151915,60000000,0.48586525
24399066,2026-02-06T16:45:47+00:00,33727952,60000000,0.5621325333333334
24399067,2026-02-06T16:45:59+00:00,26552490,60000000,0.4425415
24399068,2026-02-06T16:46:11+00:00,38055433,60000000,0.6342572166666667
24399069,2026-02-06T16:46:23+00:00,25107079,60000000,0.4184513166666667
24399070,2026-02-06T16:46:35+00:00,24455104,60000000,0.40758506666666666
24399071,2026-02-06T16:46:47+00:00,27272219,60000000,0.4545369833333333
24399072,2026-02-06T16:46:59+00:00,30984960,60000000,0.516416
24399073,2026-02-06T16:47:11+00:00,16295281,60000000,0.27158801666666665
24399074,2026-02-06T16:47:23+00:00,32255963,60000000,0.5375993833333333
24399075,2026-02-06T16:47:35+00:00,20374309,60000000,0.3395718166666667
24399076,2026-02-06T16:47:47+00:00,44583726,60000000,0.7430621
24399077,2026-02-06T16:47:59+00:00,27655071,60000000,0.46091785
24399078,2026-02-06T16:48:11+00:00,30001514,60000000,0.5000252333333334
24399079,2026-02-06T16:48:23+00:00,22155775,60000000,0.36926291666666666
24399080,2026-02-06T16:48:35+00:00,39497721,60000000,0.65829535
24399081,2026-02-06T16:48:47+00:00,25429889,59941408,0.4242457734726552
24399082,2026-02-06T16:48:59+00:00,20153397,59999943,0.33589026909575564
24399083,2026-02-06T16:49:11+00:00,37621081,60000000,0.6270180166666667
24399084,2026-02-06T16:49:23+00:00,46088417,60000000,0.7681402833333333
24399085,2026-02-06T16:49:35+00:00,34834829,60000000,0.5805804833333333
24399086,2026-02-06T16:49:47+00:00,28145094,60000000,0.4690849
24399087,2026-02-06T16:49:59+00:00,17657199,60000000,0.29428665
24399088,2026-02-06T16:50:11+00:00,23554125,60000000,0.39256875
24399089,2026-02-06T16:50:23+00:00,32540647,60000000,0.5423441166666667
24399090,2026-02-06T16:50:35+00:00,22775352,60000000,0.3795892
24399091,2026-02-06T16:50:47+00:00,20924961,60000000,0.34874935
24399092,2026-02-06T16:50:59+00:00,23401643,60000000,0.3900273833333333
24399093,2026-02-06T16:51:11+00:00,36720043,60000000,0.6120007166666667
24399094,2026-02-06T16:51:23+00:00,36762895,60000000,0.6127149166666667
24399095,2026-02-06T16:51:35+00:00,30081937,59941408,0.5018556954818278
24399096,2026-02-06T16:51:59+00:00,32628641,59999943,0.5438111999539733
24399097,2026-02-06T16:52:11+00:00,37620154,60000000,0.6270025666666666
24399098,2026-02-06T16:52:23+00:00,32294004,60000000,0.5382334
24399099,2026-02-06T16:52:35+00:00,7531766,60000000,0.12552943333333333
24399100,2026-02-06T16:52:47+00:00,36282437,59941408,0.605298377375453
24399101,2026-02-06T16:52:59+00:00,22976007,59999943,0.3829338137871231
24399102,2026-02-06T16:53:11+00:00,17853719,60000000,0.29756198333333334
24399103,2026-02-06T16:53:23+00:00,18927303,59941408,0.31576340348895376
24399104,2026-02-06T16:53:35+00:00,20509297,59999943,0.341821941397511
24399105,2026-02-06T16:53:47+00:00,18325274,60000000,0.3054212333333333
24399106,2026-02-06T16:53:59+00:00,20294191,60000000,0.33823651666666665
24399107,2026-02-06T16:54:11+00:00,59908010,59941408,0.9994428225643281
24399108,2026-02-06T16:54:23+00:00,54565755,59999943,0.9094301139586083
24399109,2026-02-06T16:54:35+00:00,21201587,60000000,0.35335978333333334
24399110,2026-02-06T16:54:47+00:00,33378691,60000000,0.5563115166666667
24399111,2026-02-06T16:54:59+00:00,39120993,60000000,0.65201655
24399112,2026-02-06T16:55:11+00:00,28936045,59941408,0.4827388272227439
24399113,2026-02-06T16:55:23+00:00,46418364,59999943,0.7736401349581282
24399114,2026-02-06T16:55:35+00:00,38535353,60000000,0.6422558833333334
24399115,2026-02-06T16:55:47+00:00,20944376,59941408,0.3494141478958919
24399116,2026-02-06T16:55:59+00:00,25389836,59999943,0.4231643353394519
24399117,2026-02-06T16:56:11+00:00,10815034,60000000,0.18025056666666667
24399118,2026-02-06T16:56:23+00:00,36314095,59941408,0.6058265264639763
24399119,2026-02-06T16:56:35+00:00,24626991,59999943,0.41045023992772794
24399120,2026-02-06T16:56:47+00:00,10306383,59941351,0.17194111957870287
24399121,2026-02-06T16:56:59+00:00,58478187,59999886,0.9746383018127734
24399122,2026-02-06T16:57:11+00:00,12868660,60000000,0.21447766666666668
24399123,2026-02-06T16:57:23+00:00,15143193,60000000,0.25238655
24399124,2026-02-06T16:57:35+00:00,20063492,60000000,0.3343915333333333
24399125,2026-02-06T16:57:47+00:00,59947632,60000000,0.9991272
24399126,2026-02-06T16:57:59+00:00,47191250,60000000,0.7865208333333333
24399127,2026-02-06T16:58:11+00:00,21676181,60000000,0.3612696833333333
24399128,2026-02-06T16:58:23+00:00,37852156,60000000,0.6308692666666667
24399129,2026-02-06T16:58:35+00:00,22007715,60000000,0.36679525
24399130,2026-02-06T16:58:47+00:00,27268372,60000000,0.45447286666666664
24399131,2026-02-06T16:58:59+00:00,6355921,59941408,0.10603556392936249
24399132,2026-02-06T16:59:11+00:00,44097230,59999943,0.7349545315401383
24399133,2026-02-06T16:59:23+00:00,19389395,60000000,0.32315658333333336
24399134,2026-02-06T16:59:35+00:00,47787276,60000000,0.7964546
24399135,2026-02-06T16:59:47+00:00,26522341,60000000,0.4420390166666667
24399136,2026-02-06T16:59:59+00:00,19294488,60000000,0.3215748
24399137,2026-02-06T17:00:11+00:00,35984615,60000000,0.5997435833333333
24399138,2026-02-06T17:00:23+00:00,35521391,59941408,0.5926018788213984
24399139,2026-02-06T17:00:35+00:00,23406715,59999943,0.3901122872733396
24399140,2026-02-06T17:00:47+00:00,22569838,60000000,0.3761639666666667
24399141,2026-02-06T17:00:59+00:00,28723988,60000000,0.47873313333333334
24399142,2026-02-06T17:01:11+00:00,15711984,60000000,0.2618664
24399143,2026-02-06T17:01:23+00:00,55265581,60000000,0.9210930166666667
24399144,2026-02-06T17:01:35+00:00,20362554,59941408,0.3397076358299758
24399145,2026-02-06T17:01:47+00:00,39042842,59999943,0.6507146515122523
24399146,2026-02-06T17:01:59+00:00,29953752,60000000,0.4992292
24399147,2026-02-06T17:02:11+00:00,26043126,60000000,0.4340521
24399148,2026-02-06T17:02:23+00:00,14279964,60000000,0.2379994
24399149,2026-02-06T17:02:35+00:00,45984787,60000000,0.7664131166666667
24399150,2026-02-06T17:02:47+00:00,15979680,60000000,0.266328
24399151,2026-02-06T17:02:59+00:00,8859320,59941408,0.14779966463250246
24399152,2026-02-06T17:03:11+00:00,59953138,59999943,0.9992199159255868
24399153,2026-02-06T17:03:23+00:00,32772751,60000000,0.5462125166666667
24399154,2026-02-06T17:03:35+00:00,20211513,60000000,0.33685855
24399155,2026-02-06T17:03:47+00:00,25116149,59941408,0.4190116621885158
24399156,2026-02-06T17:03:59+00:00,32078765,59882873,0.5356918162560437
24399157,2026-02-06T17:04:11+00:00,19807490,59824395,0.33109386229480464
24399158,2026-02-06T17:04:23+00:00,30927955,59765974,0.5174843297960809
24399159,2026-02-06T17:04:35+00:00,29512065,59824338,0.49331201959978227
24399160,2026-02-06T17:04:47+00:00,28506608,59882759,0.4760403240605531
24399161,2026-02-06T17:04:59+00:00,29229503,59941237,0.48763596587104135
24399162,2026-02-06T17:05:11+00:00,25324388,59882702,0.4228998885187245
24399163,2026-02-06T17:05:23+00:00,19584646,59941180,0.3267310720276111
24399164,2026-02-06T17:05:35+00:00,36019069,59999715,0.6003206681898405
24399165,2026-02-06T17:05:47+00:00,21438383,60000000,0.3573063833333333
24399166,2026-02-06T17:05:59+00:00,18001901,60000000,0.30003168333333335
24399167,2026-02-06T17:06:11+00:00,7744565,60000000,0.12907608333333334
24399168,2026-02-06T17:06:23+00:00,55298635,60000000,0.9216439166666667
24399169,2026-02-06T17:06:35+00:00,28753505,60000000,0.47922508333333336
24399170,2026-02-06T17:06:47+00:00,28816437,60000000,0.48027395
24399171,2026-02-06T17:06:59+00:00,28839351,60000000,0.48065585
24399172,2026-02-06T17:07:11+00:00,9828298,60000000,0.16380496666666666
24399173,2026-02-06T17:07:23+00:00,25437522,60000000,0.4239587
24399174,2026-02-06T17:07:35+00:00,12226055,60000000,0.20376758333333334
24399175,2026-02-06T17:07:47+00:00,33001981,60000000,0.5500330166666667
24399176,2026-02-06T17:07:59+00:00,46654664,60000000,0.7775777333333334
24399177,2026-02-06T17:08:11+00:00,25159801,60000000,0.4193300166666667
24399178,2026-02-06T17:08:23+00:00,25747691,60000000,0.42912818333333336
24399179,2026-02-06T17:08:35+00:00,35039274,60000000,0.5839879
24399180,2026-02-06T17:08:47+00:00,30753378,60000000,0.5125563
24399181,2026-02-06T17:08:59+00:00,15092869,60000000,0.25154781666666665
24399182,2026-02-06T17:09:11+00:00,28325710,60000000,0.4720951666666667
24399183,2026-02-06T17:09:23+00:00,46814904,60000000,0.7802484
24399184,2026-02-06T17:09:35+00:00,29075443,60000000,0.48459071666666664
24399185,2026-02-06T17:09:47+00:00,54948893,60000000,0.9158148833333334
24399186,2026-02-06T17:09:59+00:00,11956862,60000000,0.19928103333333333
24399187,2026-02-06T17:10:11+00:00,23198463,60000000,0.38664105
24399188,2026-02-06T17:10:23+00:00,53973845,60000000,0.8995640833333334
24399189,2026-02-06T17:10:35+00:00,20171215,60000000,0.33618691666666667
24399190,2026-02-06T17:10:47+00:00,58664491,60000000,0.9777415166666666
24399191,2026-02-06T17:10:59+00:00,42660883,60000000,0.7110147166666667
24399192,2026-02-06T17:11:11+00:00,25900068,60000000,0.4316678
24399193,2026-02-06T17:11:23+00:00,17577732,60000000,0.2929622
24399194,2026-02-06T17:11:35+00:00,52867518,60000000,0.8811253
24399195,2026-02-06T17:11:47+00:00,27487096,60000000,0.45811826666666666
24399196,2026-02-06T17:11:59+00:00,59940167,59941408,0.999979296448959
24399197,2026-02-06T17:12:11+00:00,25443155,59999943,0.4240529861836702
24399198,2026-02-06T17:12:23+00:00,21538541,60000000,0.35897568333333335
24399199,2026-02-06T17:12:35+00:00,30495560,60000000,0.5082593333333333
24399200,2026-02-06T17:12:47+00:00,40314413,60000000,0.6719068833333334
24399201,2026-02-06T17:12:59+00:00,17111045,60000000,0.28518408333333334
24399202,2026-02-06T17:13:11+00:00,43189835,60000000,0.7198305833333334
24399203,2026-02-06T17:13:23+00:00,9039739,60000000,0.15066231666666666
24399204,2026-02-06T17:13:35+00:00,39046514,60000000,0.6507752333333333
24399205,2026-02-06T17:13:47+00:00,16408145,60000000,0.2734690833333333
24399206,2026-02-06T17:13:59+00:00,39437895,60000000,0.65729825
24399207,2026-02-06T17:14:11+00:00,39275982,60000000,0.6545997
24399208,2026-02-06T17:14:23+00:00,29808140,60000000,0.49680233333333335
24399209,2026-02-06T17:14:35+00:00,22380456,59941408,0.37337221040920493
24399210,2026-02-06T17:14:47+00:00,29127576,59999943,0.48546006118705815
24399211,2026-02-06T17:14:59+00:00,35873679,60000000,0.59789465
24399212,2026-02-06T17:15:11+00:00,24286196,60000000,0.40476993333333333
24399213,2026-02-06T17:15:23+00:00,34285394,60000000,0.5714232333333333
24399214,2026-02-06T17:15:35+00:00,32606372,60000000,0.5434395333333333
24399215,2026-02-06T17:15:47+00:00,21982048,59941408,0.36672558642599784
24399216,2026-02-06T17:15:59+00:00,14814860,59999943,0.24691456790217284
24399217,2026-02-06T17:16:11+00:00,45471411,60000000,0.75785685
24399218,2026-02-06T17:16:23+00:00,22545035,59941408,0.3761178749755094
24399219,2026-02-06T17:16:35+00:00,30814228,59999943,0.5135709545590735
24399220,2026-02-06T17:16:47+00:00,57056807,60000000,0.9509467833333334
24399221,2026-02-06T17:16:59+00:00,44822281,60000000,0.7470380166666667
24399222,2026-02-06T17:17:11+00:00,24585607,60000000,0.4097601166666667
24399223,2026-02-06T17:17:23+00:00,17524497,60000000,0.29207495
24399224,2026-02-06T17:17:35+00:00,37791968,60000000,0.6298661333333333
24399225,2026-02-06T17:17:47+00:00,33716771,60000000,0.5619461833333333
24399226,2026-02-06T17:17:59+00:00,34873440,60000000,0.581224
24399227,2026-02-06T17:18:11+00:00,51150100,60000000,0.8525016666666667
24399228,2026-02-06T17:18:23+00:00,29280356,59941408,0.4884829532199177
24399229,2026-02-06T17:18:35+00:00,21681412,59999943,0.3613572099560161
24399230,2026-02-06T17:18:47+00:00,18487216,60000000,0.30812026666666664
24399231,2026-02-06T17:18:59+00:00,14162735,60000000,0.23604558333333334
24399232,2026-02-06T17:19:11+00:00,57467692,60000000,0.9577948666666667
24399233,2026-02-06T17:19:23+00:00,54733237,60000000,0.9122206166666667
24399234,2026-02-06T17:19:35+00:00,25882017,60000000,0.43136695
24399235,2026-02-06T17:19:47+00:00,52836150,60000000,0.8806025
24399236,2026-02-06T17:19:59+00:00,13441776,60000000,0.2240296
24399237,2026-02-06T17:20:11+00:00,29919701,60000000,0.4986616833333333
24399238,2026-02-06T17:20:35+00:00,53273232,60000000,0.8878872
24399239,2026-02-06T17:20:47+00:00,58942953,60000000,0.98238255
24399240,2026-02-06T17:21:11+00:00,20143482,60000000,0.3357247
24399241,2026-02-06T17:21:23+00:00,59001396,60000000,0.9833566
24399242,2026-02-06T17:21:35+00:00,25327073,60000000,0.42211788333333333
24399243,2026-02-06T17:21:47+00:00,26908610,60000000,0.4484768333333333
24399244,2026-02-06T17:21:59+00:00,35602011,60000000,0.59336685
24399245,2026-02-06T17:22:11+00:00,35787193,60000000,0.5964532166666666
24399246,2026-02-06T17:22:23+00:00,23548076,60000000,0.39246793333333335
24399247,2026-02-06T17:22:35+00:00,23804734,60000000,0.39674556666666666
24399248,2026-02-06T17:22:47+00:00,15253679,60000000,0.25422798333333335
24399249,2026-02-06T17:22:59+00:00,27129314,59941408,0.4525972095950766
24399250,2026-02-06T17:23:11+00:00,7199685,59999943,0.1199948639951208
24399251,2026-02-06T17:23:23+00:00,57390436,60000000,0.9565072666666666
24399252,2026-02-06T17:23:35+00:00,27269411,60000000,0.45449018333333335
24399253,2026-02-06T17:23:47+00:00,25339680,60000000,0.422328
24399254,2026-02-06T17:23:59+00:00,38965669,60000000,0.6494278166666667
24399255,2026-02-06T17:24:11+00:00,24154487,60000000,0.40257478333333335
24399256,2026-02-06T17:24:23+00:00,36916933,59941408,0.6158836475779815
24399257,2026-02-06T17:24:35+00:00,20719162,59882873,0.3459947888605812
24399258,2026-02-06T17:24:47+00:00,20933567,59941351,0.3492341538981996
24399259,2026-02-06T17:24:59+00:00,33630912,59999886,0.5605162649809035
24399260,2026-02-06T17:25:11+00:00,18228290,60000000,0.30380483333333336
24399261,2026-02-06T17:25:23+00:00,40916206,60000000,0.6819367666666667
24399262,2026-02-06T17:25:35+00:00,23962339,60000000,0.39937231666666667
24399263,2026-02-06T17:25:47+00:00,35918038,60000000,0.5986339666666667
24399264,2026-02-06T17:25:59+00:00,28091775,60000000,0.46819625
24399265,2026-02-06T17:26:11+00:00,44799087,60000000,0.74665145
24399266,2026-02-06T17:26:23+00:00,25348572,60000000,0.4224762
24399267,2026-02-06T17:26:35+00:00,8705541,60000000,0.14509235
24399268,2026-02-06T17:26:47+00:00,46908407,60000000,0.7818067833333333
24399269,2026-02-06T17:26:59+00:00,27137355,60000000,0.45228925
24399270,2026-02-06T17:27:11+00:00,37511595,60000000,0.62519325
24399271,2026-02-06T17:27:23+00:00,15201102,60000000,0.2533517
24399272,2026-02-06T17:27:35+00:00,28808896,60000000,0.48014826666666666
24399273,2026-02-06T17:27:47+00:00,20330908,60000000,0.3388484666666667
24399274,2026-02-06T17:27:59+00:00,17036181,60000000,0.28393635
24399275,2026-02-06T17:28:11+00:00,58749376,60000000,0.9791562666666667
24399276,2026-02-06T17:28:23+00:00,54325254,60000000,0.9054209
24399277,2026-02-06T17:28:35+00:00,8241526,60000000,0.13735876666666666
24399278,2026-02-06T17:28:47+00:00,35338408,60000000,0.5889734666666666
24399279,2026-02-06T17:28:59+00:00,44099914,60000000,0.7349985666666666
24399280,2026-02-06T17:29:11+00:00,41273722,60000000,0.6878953666666666
24399281,2026-02-06T17:29:23+00:00,13103414,60000000,0.21839023333333332
24399282,2026-02-06T17:29:35+00:00,35022321,60000000,0.58370535
24399283,2026-02-06T17:29:47+00:00,44492140,60000000,0.7415356666666667
24399284,2026-02-06T17:29:59+00:00,12043533,60000000,0.20072555
24399285,2026-02-06T17:30:11+00:00,56082334,60000000,0.9347055666666667
24399286,2026-02-06T17:30:23+00:00,31888489,60000000,0.5314748166666666
24399287,2026-02-06T17:30:35+00:00,17797069,60000000,0.29661781666666664
24399288,2026-02-06T17:30:47+00:00,18556423,60000000,0.30927371666666664
24399289,2026-02-06T17:30:59+00:00,49853756,60000000,0.8308959333333333
24399290,2026-02-06T17:31:11+00:00,59466254,60000000,0.9911042333333333
24399291,2026-02-06T17:31:23+00:00,14764553,60000000,0.24607588333333333
24399292,2026-02-06T17:31:35+00:00,19304835,60000000,0.32174725
24399293,2026-02-06T17:31:47+00:00,21799589,60000000,0.36332648333333334
24399294,2026-02-06T17:31:59+00:00,27377633,60000000,0.4562938833333333
24399295,2026-02-06T17:32:11+00:00,56850672,60000000,0.9475112
24399296,2026-02-06T17:32:23+00:00,12396516,60000000,0.2066086
24399297,2026-02-06T17:32:47+00:00,59979534,60000000,0.9996589
24399298,2026-02-06T17:32:59+00:00,23283509,60000000,0.3880584833333333
24399299,2026-02-06T17:33:11+00:00,28510898,60000000,0.47518163333333335
24399300,2026-02-06T17:33:23+00:00,38924222,60000000,0.6487370333333333
24399301,2026-02-06T17:33:35+00:00,38970091,60000000,0.6495015166666667
24399302,2026-02-06T17:33:47+00:00,27767490,60000000,0.4627915
24399303,2026-02-06T17:33:59+00:00,59437158,60000000,0.9906193
24399304,2026-02-06T17:34:11+00:00,51653568,60000000,0.8608928
24399305,2026-02-06T17:34:23+00:00,40472515,60000000,0.6745419166666666
24399306,2026-02-06T17:34:35+00:00,8416460,60000000,0.14027433333333333
24399307,2026-02-06T17:34:47+00:00,26571166,59941408,0.4432856498799628
24399308,2026-02-06T17:34:59+00:00,29380017,59999943,0.48966741518404444
24399309,2026-02-06T17:35:11+00:00,14109963,60000000,0.23516605
24399310,2026-02-06T17:35:23+00:00,22102001,60000000,0.36836668333333333
24399311,2026-02-06T17:35:35+00:00,59297934,60000000,0.9882989
24399312,2026-02-06T17:35:47+00:00,11302558,60000000,0.18837596666666667
24399313,2026-02-06T17:35:59+00:00,23812804,60000000,0.39688006666666664
24399314,2026-02-06T17:36:11+00:00,59901067,60000000,0.9983511166666666
24399315,2026-02-06T17:36:23+00:00,37242700,60000000,0.6207116666666667
24399316,2026-02-06T17:36:35+00:00,54602695,60000000,0.9100449166666666
24399317,2026-02-06T17:36:47+00:00,28750550,60000000,0.47917583333333336
24399318,2026-02-06T17:36:59+00:00,37817952,60000000,0.6302992
24399319,2026-02-06T17:37:11+00:00,28102624,60000000,0.4683770666666667
24399320,2026-02-06T17:37:23+00:00,12992303,60000000,0.21653838333333333
24399321,2026-02-06T17:37:35+00:00,36751376,59941408,0.6131216670786245
24399322,2026-02-06T17:37:47+00:00,25231743,59999943,0.42052944950297705
24399323,2026-02-06T17:37:59+00:00,42614030,60000000,0.7102338333333333
24399324,2026-02-06T17:38:11+00:00,10896847,60000000,0.18161411666666666
24399325,2026-02-06T17:38:23+00:00,20438716,60000000,0.34064526666666667
24399326,2026-02-06T17:38:35+00:00,18538412,60000000,0.30897353333333333
24399327,2026-02-06T17:38:47+00:00,59713204,60000000,0.9952200666666666
24399328,2026-02-06T17:38:59+00:00,15195645,60000000,0.25326075
24399329,2026-02-06T17:39:11+00:00,38595538,59941408,0.6438877445121075
