block_number,timestamp_unix,timestamp_utc,base_fee_per_gas_wei,gas_used,gas_limit,gas_used_ratio
10073880,1706937107,2024-02-03T05:11:47+00:00,277,353827,30000000,0.011794233333333333
10074030,1706937407,2024-02-03T05:16:47+00:00,275,2412951,30000000,0.0804317
10074180,1706937707,2024-02-03T05:21:47+00:00,273,1193431,30000000,0.039781033333333334
10074330,1706938007,2024-02-03T05:26:47+00:00,270,441615,30000000,0.0147205
10074480,1706938307,2024-02-03T05:31:47+00:00,279,1019246,30000000,0.033974866666666666
10074630,1706938607,2024-02-03T05:36:47+00:00,281,5886058,30000000,0.19620193333333333
10074780,1706938907,2024-02-03T05:41:47+00:00,274,1504739,30000000,0.050157966666666665
10074930,1706939207,2024-02-03T05:46:47+00:00,269,1268241,30000000,0.0422747
10075080,1706939507,2024-02-03T05:51:47+00:00,268,921816,30000000,0.0307272
10075230,1706939807,2024-02-03T05:56:47+00:00,265,1427830,30000000,0.047594333333333336
10075380,1706940107,2024-02-03T06:01:47+00:00,269,496224,30000000,0.0165408
10075530,1706940407,2024-02-03T06:06:47+00:00,266,1855824,30000000,0.0618608
10075680,1706940707,2024-02-03T06:11:47+00:00,273,1018344,30000000,0.0339448
10075830,1706941007,2024-02-03T06:16:47+00:00,273,1976151,30000000,0.0658717
10075980,1706941307,2024-02-03T06:21:47+00:00,270,912841,30000000,0.030428033333333333
10076130,1706941607,2024-02-03T06:26:47+00:00,275,1090470,30000000,0.036349
10076280,1706941907,2024-02-03T06:31:47+00:00,280,2039037,30000000,0.0679679
10076430,1706942207,2024-02-03T06:36:47+00:00,279,1495096,30000000,0.049836533333333335
10076580,1706942507,2024-02-03T06:41:47+00:00,279,835969,30000000,0.027865633333333334
10076730,1706942807,2024-02-03T06:46:47+00:00,277,2497893,30000000,0.0832631
10076880,1706943107,2024-02-03T06:51:47+00:00,277,1320391,30000000,0.04401303333333333
10077030,1706943407,2024-02-03T06:56:47+00:00,287,1573910,30000000,0.052463666666666665
10077180,1706943707,2024-02-03T07:01:47+00:00,284,1190309,30000000,0.03967696666666667
10077330,1706944007,2024-02-03T07:06:47+00:00,280,1454050,30000000,0.048468333333333335
10077480,1706944307,2024-02-03T07:11:47+00:00,281,1325266,30000000,0.044175533333333336
10077630,1706944607,2024-02-03T07:16:47+00:00,289,723543,30000000,0.0241181
10077780,1706944907,2024-02-03T07:21:47+00:00,286,1479061,30000000,0.049302033333333335
10077930,1706945207,2024-02-03T07:26:47+00:00,283,1233191,30000000,0.041106366666666665
10078080,1706945507,2024-02-03T07:31:47+00:00,279,1471056,30000000,0.0490352
10078230,1706945807,2024-02-03T07:36:47+00:00,282,1102971,30000000,0.0367657
10078380,1706946107,2024-02-03T07:41:47+00:00,280,2401032,30000000,0.0800344
10078530,1706946407,2024-02-03T07:46:47+00:00,293,1604709,30000000,0.0534903
10078680,1706946707,2024-02-03T07:51:47+00:00,294,752797,30000000,0.025093233333333333
10078830,1706947007,2024-02-03T07:56:47+00:00,286,1311028,30000000,0.04370093333333333
10078980,1706947307,2024-02-03T08:01:47+00:00,290,1357105,30000000,0.04523683333333333
10079130,1706947607,2024-02-03T08:06:47+00:00,292,1041066,30000000,0.0347022
10079280,1706947907,2024-02-03T08:11:47+00:00,284,333649,30000000,0.011121633333333334
10079430,1706948207,2024-02-03T08:16:47+00:00,289,1838293,30000000,0.06127643333333333
10079580,1706948507,2024-02-03T08:21:47+00:00,314,1016533,30000000,0.03388443333333333
10079730,1706948807,2024-02-03T08:26:47+00:00,323,1433707,30000000,0.047790233333333335
10079880,1706949107,2024-02-03T08:31:47+00:00,311,2317169,30000000,0.07723896666666667
10080030,1706949407,2024-02-03T08:36:47+00:00,335,2549496,30000000,0.0849832
10080180,1706949707,2024-02-03T08:41:47+00:00,352,1370926,30000000,0.04569753333333333
10080330,1706950007,2024-02-03T08:46:47+00:00,340,2990979,30000000,0.0996993
10080480,1706950307,2024-02-03T08:51:47+00:00,345,1201978,30000000,0.04006593333333333
10080630,1706950607,2024-02-03T08:56:47+00:00,366,1008452,30000000,0.033615066666666665
10080780,1706950907,2024-02-03T09:01:47+00:00,379,774053,30000000,0.025801766666666667
10080930,1706951207,2024-02-03T09:06:47+00:00,339,1737714,30000000,0.0579238
10081080,1706951507,2024-02-03T09:11:47+00:00,341,1277288,30000000,0.04257626666666667
10081230,1706951807,2024-02-03T09:16:47+00:00,348,828936,30000000,0.0276312
10081380,1706952107,2024-02-03T09:21:47+00:00,364,1576512,30000000,0.0525504
10081530,1706952407,2024-02-03T09:26:47+00:00,339,2214434,30000000,0.07381446666666666
10081680,1706952707,2024-02-03T09:31:47+00:00,345,2562668,30000000,0.08542226666666666
10081830,1706953007,2024-02-03T09:36:47+00:00,353,2207676,30000000,0.0735892
10081980,1706953307,2024-02-03T09:41:47+00:00,363,2569386,30000000,0.0856462
10082130,1706953607,2024-02-03T09:46:47+00:00,419,1051265,30000000,0.035042166666666666
10082280,1706953907,2024-02-03T09:51:47+00:00,401,2019005,30000000,0.06730016666666666
10082430,1706954207,2024-02-03T09:56:47+00:00,384,2077067,30000000,0.06923556666666666
10082580,1706954507,2024-02-03T10:01:47+00:00,381,1722242,30000000,0.05740806666666667
10082730,1706954807,2024-02-03T10:06:47+00:00,381,2212898,30000000,0.07376326666666666
10082880,1706955107,2024-02-03T10:11:47+00:00,372,20638386,30000000,0.6879462
10083030,1706955407,2024-02-03T10:16:47+00:00,358,893393,30000000,0.029779766666666665
10083180,1706955707,2024-02-03T10:21:47+00:00,335,3853055,30000000,0.12843516666666666
10083330,1706956007,2024-02-03T10:26:47+00:00,347,731037,30000000,0.0243679
10083480,1706956307,2024-02-03T10:31:47+00:00,325,2044550,30000000,0.06815166666666667
10083630,1706956607,2024-02-03T10:36:47+00:00,356,2240902,30000000,0.07469673333333333
10083780,1706956907,2024-02-03T10:41:47+00:00,353,1633761,30000000,0.0544587
10083930,1706957207,2024-02-03T10:46:47+00:00,364,371400,30000000,0.01238
10084080,1706957507,2024-02-03T10:51:47+00:00,376,2135248,30000000,0.07117493333333333
10084230,1706957807,2024-02-03T10:56:47+00:00,476,946142,30000000,0.03153806666666667
10084380,1706958107,2024-02-03T11:01:47+00:00,599,2109913,30000000,0.07033043333333333
10084530,1706958407,2024-02-03T11:06:47+00:00,687,1362763,30000000,0.045425433333333334
10084680,1706958707,2024-02-03T11:11:47+00:00,788,1668772,30000000,0.05562573333333334
10084830,1706959007,2024-02-03T11:16:47+00:00,847,1947838,30000000,0.06492793333333334
10084980,1706959307,2024-02-03T11:21:47+00:00,813,958064,30000000,0.03193546666666667
10085130,1706959607,2024-02-03T11:26:47+00:00,734,641692,30000000,0.021389733333333334
10085280,1706959907,2024-02-03T11:31:47+00:00,755,1607675,30000000,0.05358916666666667
10085430,1706960207,2024-02-03T11:36:47+00:00,747,3612645,30000000,0.1204215
10085580,1706960507,2024-02-03T11:41:47+00:00,667,2817875,30000000,0.09392916666666666
10085730,1706960807,2024-02-03T11:46:47+00:00,620,1840106,30000000,0.06133686666666667
10085880,1706961107,2024-02-03T11:51:47+00:00,531,3107232,30000000,0.1035744
10086030,1706961407,2024-02-03T11:56:47+00:00,442,1595602,30000000,0.05318673333333333
10086180,1706961707,2024-02-03T12:01:47+00:00,395,3135795,30000000,0.1045265
10086330,1706962007,2024-02-03T12:06:47+00:00,365,2185002,30000000,0.0728334
10086480,1706962307,2024-02-03T12:11:47+00:00,333,1167095,30000000,0.03890316666666667
10086630,1706962607,2024-02-03T12:16:47+00:00,337,1444913,30000000,0.04816376666666667
10086780,1706962907,2024-02-03T12:21:47+00:00,320,2213539,30000000,0.07378463333333334
10086930,1706963207,2024-02-03T12:26:47+00:00,323,2087495,30000000,0.06958316666666667
10087080,1706963507,2024-02-03T12:31:47+00:00,335,688964,30000000,0.022965466666666667
10087230,1706963807,2024-02-03T12:36:47+00:00,359,1223997,30000000,0.0407999
10087380,1706964107,2024-02-03T12:41:47+00:00,387,3058142,30000000,0.10193806666666666
10087530,1706964407,2024-02-03T12:46:47+00:00,384,3069935,30000000,0.10233116666666667
10087680,1706964707,2024-02-03T12:51:47+00:00,369,1835176,30000000,0.061172533333333334
10087830,1706965007,2024-02-03T12:56:47+00:00,345,2743146,30000000,0.0914382
10087980,1706965307,2024-02-03T13:01:47+00:00,331,1404309,30000000,0.0468103
10088130,1706965607,2024-02-03T13:06:47+00:00,343,1294583,30000000,0.04315276666666667
10088280,1706965907,2024-02-03T13:11:47+00:00,347,2483678,30000000,0.08278926666666667
10088430,1706966207,2024-02-03T13:16:47+00:00,313,4210417,30000000,0.14034723333333332
10088580,1706966507,2024-02-03T13:21:47+00:00,300,2689557,30000000,0.0896519
10088730,1706966807,2024-02-03T13:26:47+00:00,297,1386174,30000000,0.0462058
10088880,1706967107,2024-02-03T13:31:47+00:00,289,781583,30000000,0.026052766666666668
10089030,1706967407,2024-02-03T13:36:47+00:00,280,1657464,30000000,0.0552488
10089180,1706967707,2024-02-03T13:41:47+00:00,281,1307167,30000000,0.043572233333333335
10089330,1706968007,2024-02-03T13:46:47+00:00,278,501024,30000000,0.0167008
10089480,1706968307,2024-02-03T13:51:47+00:00,286,1450357,30000000,0.048345233333333335
10089630,1706968607,2024-02-03T13:56:47+00:00,286,1930152,30000000,0.0643384
10089780,1706968907,2024-02-03T14:01:47+00:00,294,1754094,30000000,0.0584698
10089930,1706969207,2024-02-03T14:06:47+00:00,292,2081736,30000000,0.0693912
10090080,1706969507,2024-02-03T14:11:47+00:00,304,1466686,30000000,0.04888953333333333
10090230,1706969807,2024-02-03T14:16:47+00:00,300,2233128,30000000,0.0744376
10090380,1706970107,2024-02-03T14:21:47+00:00,291,2469786,30000000,0.0823262
10090530,1706970407,2024-02-03T14:26:47+00:00,282,2085946,30000000,0.06953153333333334
10090680,1706970707,2024-02-03T14:31:47+00:00,291,3191984,30000000,0.10639946666666666
10090830,1706971007,2024-02-03T14:36:47+00:00,296,1968617,30000000,0.06562056666666667
10090980,1706971307,2024-02-03T14:41:47+00:00,287,1149148,30000000,0.03830493333333333
10091130,1706971607,2024-02-03T14:46:47+00:00,297,2786264,30000000,0.09287546666666667
10091280,1706971907,2024-02-03T14:51:47+00:00,286,685512,30000000,0.0228504
10091430,1706972207,2024-02-03T14:56:47+00:00,282,1813805,30000000,0.06046016666666667
10091580,1706972507,2024-02-03T15:01:47+00:00,288,3538688,30000000,0.11795626666666667
10091730,1706972807,2024-02-03T15:06:47+00:00,311,1127360,30000000,0.03757866666666667
10091880,1706973107,2024-02-03T15:11:47+00:00,313,26041396,30000000,0.8680465333333334
10092030,1706973407,2024-02-03T15:16:47+00:00,312,2506307,30000000,0.08354356666666667
10092180,1706973707,2024-02-03T15:21:47+00:00,313,1383667,30000000,0.04612223333333333
10092330,1706974007,2024-02-03T15:26:47+00:00,329,3479099,30000000,0.11596996666666666
10092480,1706974307,2024-02-03T15:31:47+00:00,348,1073792,30000000,0.035793066666666665
10092630,1706974607,2024-02-03T15:36:47+00:00,360,25145651,30000000,0.8381883666666666
10092780,1706974907,2024-02-03T15:41:47+00:00,345,26010117,30000000,0.8670039
10092930,1706975207,2024-02-03T15:46:47+00:00,373,178587,30000000,0.0059529
10093080,1706975507,2024-02-03T15:51:47+00:00,348,1761416,30000000,0.05871386666666667
10093230,1706975807,2024-02-03T15:56:47+00:00,346,1089319,30000000,0.036310633333333335
10093380,1706976107,2024-02-03T16:01:47+00:00,361,2902451,30000000,0.09674836666666667
10093530,1706976407,2024-02-03T16:06:47+00:00,398,1772336,30000000,0.059077866666666666
10093680,1706976707,2024-02-03T16:11:47+00:00,358,996950,30000000,0.033231666666666666
10093830,1706977007,2024-02-03T16:16:47+00:00,360,4366914,30000000,0.1455638
10093980,1706977307,2024-02-03T16:21:47+00:00,390,1854729,30000000,0.0618243
10094130,1706977607,2024-02-03T16:26:47+00:00,362,1213014,30000000,0.0404338
10094280,1706977907,2024-02-03T16:31:47+00:00,360,2031589,30000000,0.06771963333333333
10094430,1706978207,2024-02-03T16:36:47+00:00,376,2521109,30000000,0.08403696666666667
10094580,1706978507,2024-02-03T16:41:47+00:00,349,834933,30000000,0.0278311
10094730,1706978807,2024-02-03T16:46:47+00:00,349,1180215,30000000,0.0393405
10094880,1706979107,2024-02-03T16:51:47+00:00,343,2108530,30000000,0.07028433333333334
10095030,1706979407,2024-02-03T16:56:47+00:00,312,1290182,30000000,0.04300606666666667
10095180,1706979707,2024-02-03T17:01:47+00:00,305,1051473,30000000,0.0350491
10095330,1706980007,2024-02-03T17:06:47+00:00,304,1265006,30000000,0.042166866666666664
10095480,1706980307,2024-02-03T17:11:47+00:00,292,2055693,30000000,0.0685231
